HDO-4,Time,Celsius(ÅãC),Humidity(%rh),Dew Point(ÅãC),Serial Number
1,2016-04-22 21:29:02,21.5,52.5,11.4,010090944
2,2016-04-22 21:30:02,22.0,52.5,11.8
3,2016-04-22 21:31:02,22.0,52.5,11.8
4,2016-04-22 21:32:02,22.0,52.5,11.8
5,2016-04-22 21:33:02,22.0,54.0,12.3
6,2016-04-22 21:34:02,22.5,53.5,12.6
7,2016-04-22 21:35:02,22.5,52.0,12.2
8,2016-04-22 21:36:02,22.5,51.0,11.9
9,2016-04-22 21:37:02,22.5,51.0,11.9
10,2016-04-22 21:38:02,22.5,52.0,12.2
11,2016-04-22 21:39:02,22.5,51.5,12.0
12,2016-04-22 21:40:02,22.5,50.5,11.7
13,2016-04-22 21:41:02,22.5,50.5,11.7
14,2016-04-22 21:42:02,23.0,52.0,12.6
15,2016-04-22 21:43:02,23.0,52.5,12.8
16,2016-04-22 21:44:02,23.0,53.0,12.9
17,2016-04-22 21:45:02,23.0,53.0,12.9
18,2016-04-22 21:46:02,23.5,53.5,13.5
19,2016-04-22 21:47:02,23.5,53.5,13.5
20,2016-04-22 21:48:02,24.0,53.5,14.0
21,2016-04-22 21:49:02,24.0,53.5,14.0
22,2016-04-22 21:50:02,24.0,53.5,14.0
23,2016-04-22 21:51:02,24.5,53.0,14.3
24,2016-04-22 21:52:02,24.5,53.5,14.4
25,2016-04-22 21:53:02,25.0,53.5,14.9
26,2016-04-22 21:54:02,25.0,53.5,14.9
27,2016-04-22 21:55:02,25.5,53.5,15.4
28,2016-04-22 21:56:02,25.5,53.5,15.4
29,2016-04-22 21:57:02,25.5,53.5,15.4
30,2016-04-22 21:58:02,26.0,53.5,15.8
31,2016-04-22 21:59:02,26.0,53.5,15.8
32,2016-04-22 22:00:02,26.5,53.0,16.1
33,2016-04-22 22:01:02,26.5,52.0,15.8
34,2016-04-22 22:02:02,26.5,44.5,13.4
35,2016-04-22 22:03:02,26.5,44.5,13.4
36,2016-04-22 22:04:02,26.0,46.5,13.7
37,2016-04-22 22:05:02,26.0,46.5,13.7
38,2016-04-22 22:06:02,26.0,46.5,13.7
39,2016-04-22 22:07:02,25.5,47.0,13.4
40,2016-04-22 22:08:02,25.5,47.5,13.5
41,2016-04-22 22:09:02,25.5,47.5,13.5
42,2016-04-22 22:10:02,25.5,48.0,13.7
43,2016-04-22 22:11:02,25.5,48.5,13.8
44,2016-04-22 22:12:02,25.0,48.5,13.4
45,2016-04-22 22:13:02,25.0,49.0,13.5
46,2016-04-22 22:14:02,25.0,49.0,13.5
47,2016-04-22 22:15:02,25.0,49.5,13.7
48,2016-04-22 22:16:02,25.0,49.5,13.7
49,2016-04-22 22:17:02,24.5,50.0,13.4
50,2016-04-22 22:18:02,24.5,50.0,13.4
51,2016-04-22 22:19:02,24.5,50.0,13.4
52,2016-04-22 22:20:02,24.5,50.0,13.4
53,2016-04-22 22:21:02,24.5,50.5,13.6
54,2016-04-22 22:22:02,24.5,50.5,13.6
55,2016-04-22 22:23:02,24.0,50.5,13.1
56,2016-04-22 22:24:02,24.0,51.0,13.2
57,2016-04-22 22:25:02,24.0,51.0,13.2
58,2016-04-22 22:26:02,24.0,51.0,13.2
59,2016-04-22 22:27:02,24.0,51.0,13.2
60,2016-04-22 22:28:02,24.0,51.0,13.2
61,2016-04-22 22:29:02,24.0,51.0,13.2
62,2016-04-22 22:30:02,24.0,51.0,13.2
63,2016-04-22 22:31:02,24.0,51.0,13.2
64,2016-04-22 22:32:02,23.5,51.5,12.9
65,2016-04-22 22:33:02,23.5,51.5,12.9
66,2016-04-22 22:34:02,23.5,51.5,12.9
67,2016-04-22 22:35:02,23.5,51.5,12.9
68,2016-04-22 22:36:02,23.5,51.5,12.9
69,2016-04-22 22:37:02,23.5,52.0,13.1
70,2016-04-22 22:38:02,23.5,52.0,13.1
71,2016-04-22 22:39:02,23.5,52.0,13.1
72,2016-04-22 22:40:02,23.5,52.0,13.1
73,2016-04-22 22:41:02,23.5,52.0,13.1
74,2016-04-22 22:42:02,23.5,52.5,13.2
75,2016-04-22 22:43:02,23.5,52.5,13.2
76,2016-04-22 22:44:02,23.5,53.0,13.4
77,2016-04-22 22:45:02,23.0,53.0,12.9
78,2016-04-22 22:46:02,23.0,53.0,12.9
79,2016-04-22 22:47:02,23.0,53.0,12.9
80,2016-04-22 22:48:02,23.0,53.0,12.9
81,2016-04-22 22:49:02,23.0,53.5,13.1
82,2016-04-22 22:50:02,23.0,53.5,13.1
83,2016-04-22 22:51:02,23.0,53.5,13.1
84,2016-04-22 22:52:02,23.0,53.5,13.1
