20170513-HDO-1,Time,Celsius(ÅãC),Humidity(%rh),Dew Point(ÅãC),Serial Number
1,2017-05-13 08:00:00,22.5,66.0,15.8,010090005
2,2017-05-13 08:01:00,22.5,66.0,15.8
3,2017-05-13 08:02:00,22.5,66.0,15.8
4,2017-05-13 08:03:00,22.5,66.0,15.8
5,2017-05-13 08:04:00,22.5,66.0,15.8
6,2017-05-13 08:05:00,22.5,66.0,15.8
7,2017-05-13 08:06:00,22.5,66.0,15.8
8,2017-05-13 08:07:00,22.5,66.0,15.8
9,2017-05-13 08:08:00,22.5,66.0,15.8
10,2017-05-13 08:09:00,22.5,66.0,15.8
11,2017-05-13 08:10:00,22.5,66.0,15.8
12,2017-05-13 08:11:00,22.5,66.0,15.8
13,2017-05-13 08:12:00,22.5,66.0,15.8
14,2017-05-13 08:13:00,22.5,66.0,15.8
15,2017-05-13 08:14:00,22.5,66.0,15.8
16,2017-05-13 08:15:00,22.5,66.0,15.8
17,2017-05-13 08:16:00,22.5,66.0,15.8
18,2017-05-13 08:17:00,22.5,66.0,15.8
19,2017-05-13 08:18:00,22.5,66.0,15.8
20,2017-05-13 08:19:00,22.5,66.0,15.8
21,2017-05-13 08:20:00,22.5,66.0,15.8
22,2017-05-13 08:21:00,22.5,66.0,15.8
23,2017-05-13 08:22:00,22.5,66.0,15.8
24,2017-05-13 08:23:00,22.5,66.0,15.8
25,2017-05-13 08:24:00,22.5,66.0,15.8
26,2017-05-13 08:25:00,22.5,66.0,15.8
27,2017-05-13 08:26:00,22.5,66.0,15.8
28,2017-05-13 08:27:00,22.5,66.0,15.8
29,2017-05-13 08:28:00,22.5,66.0,15.8
30,2017-05-13 08:29:00,22.5,66.0,15.8
31,2017-05-13 08:30:00,22.5,66.0,15.8
32,2017-05-13 08:31:00,22.5,66.0,15.8
33,2017-05-13 08:32:00,22.5,66.0,15.8
34,2017-05-13 08:33:00,22.5,66.0,15.8
35,2017-05-13 08:34:00,22.5,66.0,15.8
36,2017-05-13 08:35:00,22.5,66.0,15.8
37,2017-05-13 08:36:00,22.5,66.0,15.8
38,2017-05-13 08:37:00,22.5,66.0,15.8
39,2017-05-13 08:38:00,22.5,66.0,15.8
40,2017-05-13 08:39:00,22.5,66.0,15.8
41,2017-05-13 08:40:00,22.5,66.0,15.8
42,2017-05-13 08:41:00,22.5,66.0,15.8
43,2017-05-13 08:42:00,22.5,66.0,15.8
44,2017-05-13 08:43:00,22.5,66.0,15.8
45,2017-05-13 08:44:00,22.5,66.0,15.8
46,2017-05-13 08:45:00,22.5,66.0,15.8
47,2017-05-13 08:46:00,22.5,66.0,15.8
48,2017-05-13 08:47:00,22.5,66.0,15.8
49,2017-05-13 08:48:00,22.5,66.0,15.8
50,2017-05-13 08:49:00,22.5,66.0,15.8
51,2017-05-13 08:50:00,22.5,66.0,15.8
52,2017-05-13 08:51:00,22.5,66.0,15.8
53,2017-05-13 08:52:00,22.5,66.0,15.8
54,2017-05-13 08:53:00,22.5,66.0,15.8
55,2017-05-13 08:54:00,22.5,66.0,15.8
56,2017-05-13 08:55:00,22.5,66.0,15.8
57,2017-05-13 08:56:00,22.5,66.0,15.8
58,2017-05-13 08:57:00,22.5,66.0,15.8
59,2017-05-13 08:58:00,22.5,66.0,15.8
60,2017-05-13 08:59:00,22.5,66.0,15.8
61,2017-05-13 09:00:00,22.5,66.0,15.8
62,2017-05-13 09:01:00,22.5,66.0,15.8
63,2017-05-13 09:02:00,22.5,66.0,15.8
64,2017-05-13 09:03:00,22.5,66.0,15.8
65,2017-05-13 09:04:00,22.5,66.0,15.8
66,2017-05-13 09:05:00,22.5,66.0,15.8
67,2017-05-13 09:06:00,22.5,66.0,15.8
68,2017-05-13 09:07:00,22.5,66.0,15.8
69,2017-05-13 09:08:00,22.5,66.0,15.8
70,2017-05-13 09:09:00,22.5,66.0,15.8
71,2017-05-13 09:10:00,22.5,66.0,15.8
72,2017-05-13 09:11:00,22.5,66.0,15.8
73,2017-05-13 09:12:00,22.5,66.0,15.8
74,2017-05-13 09:13:00,22.5,66.0,15.8
75,2017-05-13 09:14:00,22.5,66.0,15.8
76,2017-05-13 09:15:00,22.5,66.0,15.8
77,2017-05-13 09:16:00,22.5,66.0,15.8
78,2017-05-13 09:17:00,22.5,66.0,15.8
79,2017-05-13 09:18:00,22.5,66.0,15.8
80,2017-05-13 09:19:00,22.5,66.0,15.8
81,2017-05-13 09:20:00,22.5,66.0,15.8
82,2017-05-13 09:21:00,22.5,66.0,15.8
83,2017-05-13 09:22:00,22.5,66.0,15.8
84,2017-05-13 09:23:00,22.5,66.0,15.8
85,2017-05-13 09:24:00,22.5,66.0,15.8
86,2017-05-13 09:25:00,22.5,66.0,15.8
87,2017-05-13 09:26:00,22.5,66.0,15.8
88,2017-05-13 09:27:00,22.5,66.0,15.8
89,2017-05-13 09:28:00,22.5,66.0,15.8
90,2017-05-13 09:29:00,22.5,66.0,15.8
91,2017-05-13 09:30:00,22.5,66.0,15.8
92,2017-05-13 09:31:00,22.5,66.0,15.8
93,2017-05-13 09:32:00,22.5,66.0,15.8
94,2017-05-13 09:33:00,22.5,66.0,15.8
95,2017-05-13 09:34:00,22.5,66.0,15.8
96,2017-05-13 09:35:00,22.5,66.0,15.8
97,2017-05-13 09:36:00,22.5,66.0,15.8
98,2017-05-13 09:37:00,22.5,66.0,15.8
99,2017-05-13 09:38:00,22.5,66.0,15.8
100,2017-05-13 09:39:00,22.5,66.0,15.8
101,2017-05-13 09:40:00,22.5,66.0,15.8
102,2017-05-13 09:41:00,22.5,66.0,15.8
103,2017-05-13 09:42:00,22.5,66.0,15.8
104,2017-05-13 09:43:00,22.5,66.0,15.8
105,2017-05-13 09:44:00,22.5,66.0,15.8
106,2017-05-13 09:45:00,22.5,66.0,15.8
107,2017-05-13 09:46:00,22.5,66.5,16.0
108,2017-05-13 09:47:00,22.5,66.0,15.8
109,2017-05-13 09:48:00,22.5,66.0,15.8
110,2017-05-13 09:49:00,22.5,66.0,15.8
111,2017-05-13 09:50:00,22.5,66.5,16.0
112,2017-05-13 09:51:00,22.5,66.5,16.0
113,2017-05-13 09:52:00,22.5,66.5,16.0
114,2017-05-13 09:53:00,22.5,66.5,16.0
115,2017-05-13 09:54:00,22.5,66.5,16.0
116,2017-05-13 09:55:00,22.5,66.5,16.0
117,2017-05-13 09:56:00,22.5,66.5,16.0
118,2017-05-13 09:57:00,22.5,66.5,16.0
119,2017-05-13 09:58:00,22.5,66.5,16.0
120,2017-05-13 09:59:00,22.5,66.5,16.0
121,2017-05-13 10:00:00,22.5,66.5,16.0
122,2017-05-13 10:01:00,22.5,66.5,16.0
123,2017-05-13 10:02:00,22.5,66.0,15.8
124,2017-05-13 10:03:00,22.5,66.0,15.8
125,2017-05-13 10:04:00,22.5,68.0,16.3
126,2017-05-13 10:05:00,22.5,68.5,16.4
127,2017-05-13 10:06:00,22.5,70.0,16.8
128,2017-05-13 10:07:00,22.5,70.5,16.9
129,2017-05-13 10:08:00,22.5,71.0,17.0
130,2017-05-13 10:09:00,22.5,71.0,17.0
