20171015-HDO-2,Time,Celsius(ÅãC),Humidity(%rh),Dew Point(ÅãC),Serial Number
1,2017-10-15 05:00:00,25.0,61.5,17.1,010090331
2,2017-10-15 05:01:00,25.0,61.5,17.1
3,2017-10-15 05:02:00,25.0,61.5,17.1
4,2017-10-15 05:03:00,25.0,61.5,17.1
5,2017-10-15 05:04:00,25.0,61.5,17.1
6,2017-10-15 05:05:00,25.0,61.5,17.1
7,2017-10-15 05:06:00,25.0,61.5,17.1
8,2017-10-15 05:07:00,25.0,61.5,17.1
9,2017-10-15 05:08:00,25.0,61.5,17.1
10,2017-10-15 05:09:00,25.0,61.5,17.1
11,2017-10-15 05:10:00,25.0,61.5,17.1
12,2017-10-15 05:11:00,25.0,61.5,17.1
13,2017-10-15 05:12:00,25.0,61.5,17.1
14,2017-10-15 05:13:00,25.0,61.5,17.1
15,2017-10-15 05:14:00,25.0,61.5,17.1
16,2017-10-15 05:15:00,25.0,61.5,17.1
17,2017-10-15 05:16:00,25.0,61.5,17.1
18,2017-10-15 05:17:00,25.0,61.5,17.1
19,2017-10-15 05:18:00,25.0,61.5,17.1
20,2017-10-15 05:19:00,25.0,61.5,17.1
21,2017-10-15 05:20:00,25.0,61.5,17.1
22,2017-10-15 05:21:00,25.0,61.5,17.1
23,2017-10-15 05:22:00,25.0,61.5,17.1
24,2017-10-15 05:23:00,25.0,61.5,17.1
25,2017-10-15 05:24:00,25.0,61.5,17.1
26,2017-10-15 05:25:00,25.0,61.5,17.1
27,2017-10-15 05:26:00,25.0,61.5,17.1
28,2017-10-15 05:27:00,25.0,61.5,17.1
29,2017-10-15 05:28:00,25.0,61.5,17.1
30,2017-10-15 05:29:00,25.0,61.5,17.1
31,2017-10-15 05:30:00,25.0,61.5,17.1
32,2017-10-15 05:31:00,25.0,61.5,17.1
33,2017-10-15 05:32:00,25.0,61.5,17.1
34,2017-10-15 05:33:00,25.0,61.5,17.1
35,2017-10-15 05:34:00,25.0,61.5,17.1
36,2017-10-15 05:35:00,25.0,61.5,17.1
37,2017-10-15 05:36:00,25.0,61.5,17.1
38,2017-10-15 05:37:00,25.0,61.5,17.1
39,2017-10-15 05:38:00,25.0,61.5,17.1
40,2017-10-15 05:39:00,25.0,61.5,17.1
41,2017-10-15 05:40:00,25.0,61.5,17.1
42,2017-10-15 05:41:00,25.0,61.5,17.1
43,2017-10-15 05:42:00,25.0,61.5,17.1
44,2017-10-15 05:43:00,25.0,61.5,17.1
45,2017-10-15 05:44:00,25.0,61.5,17.1
46,2017-10-15 05:45:00,25.0,61.5,17.1
47,2017-10-15 05:46:00,25.0,61.5,17.1
48,2017-10-15 05:47:00,25.0,61.5,17.1
49,2017-10-15 05:48:00,25.0,61.5,17.1
50,2017-10-15 05:49:00,25.0,61.5,17.1
51,2017-10-15 05:50:00,25.0,61.5,17.1
52,2017-10-15 05:51:00,25.0,61.5,17.1
53,2017-10-15 05:52:00,25.0,61.5,17.1
54,2017-10-15 05:53:00,25.0,61.5,17.1
55,2017-10-15 05:54:00,25.0,61.5,17.1
56,2017-10-15 05:55:00,25.0,61.5,17.1
57,2017-10-15 05:56:00,25.0,61.5,17.1
58,2017-10-15 05:57:00,25.0,61.5,17.1
59,2017-10-15 05:58:00,25.0,61.5,17.1
60,2017-10-15 05:59:00,25.0,61.5,17.1
61,2017-10-15 06:00:00,25.0,61.5,17.1
62,2017-10-15 06:01:00,25.0,61.5,17.1
63,2017-10-15 06:02:00,25.0,61.5,17.1
64,2017-10-15 06:03:00,25.0,61.5,17.1
65,2017-10-15 06:04:00,25.0,61.5,17.1
66,2017-10-15 06:05:00,25.0,61.5,17.1
67,2017-10-15 06:06:00,25.0,61.5,17.1
68,2017-10-15 06:07:00,25.0,65.0,18.0
69,2017-10-15 06:08:00,25.0,67.5,18.6
70,2017-10-15 06:09:00,25.0,70.0,19.1
71,2017-10-15 06:10:00,25.5,71.0,19.9
72,2017-10-15 06:11:00,26.0,70.5,20.2
73,2017-10-15 06:12:00,26.0,69.5,20.0
74,2017-10-15 06:13:00,26.5,67.5,20.0
75,2017-10-15 06:14:00,26.5,66.0,19.6
76,2017-10-15 06:15:00,27.0,63.5,19.5
77,2017-10-15 06:16:00,27.0,66.0,20.1
78,2017-10-15 06:17:00,27.0,67.0,20.3
79,2017-10-15 06:18:00,27.5,68.0,21.1
80,2017-10-15 06:19:00,27.5,68.0,21.1
81,2017-10-15 06:20:00,27.5,65.0,20.3
82,2017-10-15 06:21:00,28.0,62.5,20.2
83,2017-10-15 06:22:00,28.0,63.5,20.4
84,2017-10-15 06:23:00,28.0,62.5,20.2
85,2017-10-15 06:24:00,28.0,63.0,20.3
86,2017-10-15 06:25:00,28.0,61.0,19.8
87,2017-10-15 06:26:00,28.0,59.0,19.2
